sentence_id,tense,text,purpose,certainty
234,present,"With the operational start of the SSM, a co-ordinated supervisory follow-up to the stress test results is in place, since these are relevant input to the SSM Supervisory Review and Evaluation Process (SREP).",policy_action,certain
235,present,This requires careful preparation.,policy_action,certain
236,present,"Against this background, monetary policy in EMU is conducted by the ECB with the primary objective of maintaining price stability in the euro area as a whole; it does not, therefore, directly address differences in national economic developments that may emerge across the euro area.",policy_action,certain
237,present,"In trade terms, the euro area is actually more open than other major economies.",economic_description,certain
238,present,"The increasing cooperation and good, neighbourly relations in this region can be further enhanced through this bankers’ forum, which offers opportunities to exchange views, establish contacts and foster closer ties in the economic and financial fields.",policy_action,uncertain
239,present,"Now, 20 years later, over 340 million people are using euro cash in their everyday life and our single currency is more popular than ever.",economic_description,certain
240,present,"Experience in other regions of the world – in Latin America, for example – suggests that targeted prudential measures as well as deeper local capital markets in domestic currency can reinforce the use of local currencies.[",policy_action,uncertain
241,present,"On average, it is the richest subjects who are most affected.",non_policy,certain
242,present,Material progress has been achieved in recent years.,economic_description,certain
243,present,Before such an audience I do not have to recall in detail that the benefits of financial integration are very numerous.,policy_action,certain
244,present,"For example, by requiring financial institutions to hold large capital and liquidity buffers or by limiting leverage, their cost of capital and lending may be impacted, which in turn may affect, at least in part, the provision of bank credit.",economic_description,uncertain
245,present,"Monetary policy today must therefore remain patient and persistent, while being alert to any possible destabilising dynamics emerging.",policy_action,uncertain
246,present,There are also significant interconnections between the more regulated banking sector and the less regulated non-banking sector which enhance financial stability.,economic_description,certain
247,present,"For these reasons, GDP growth in the euro area is expected to remain sound in the medium term.",economic_description,certain
248,present,"In particular, it helps to understand why, for the first time since World War II the prospects for the younger generations appear to be overall less promising than for the previous ones.",economic_description,uncertain
249,present,The creation of SEPA is a major European policy objective for the European Commission and the Eurosystem.,policy_action,certain
250,present,"The interbank market is not functioning, because for any bank in the world the current liquidity regulations make - to lend to other banks or borrow from other banks - a money losing proposition.",economic_description,certain
251,present,"And there is substantial empirical evidence that the latter dominate, in particular for neighbouring economies in Europe.",economic_description,certain
252,present,Let me conclude.,non_policy,certain
253,present,We have never chosen non-standard measures as alternatives or substitutes for changes in official interest rates.,policy_action,certain
254,present,"In this respect, banks are increasingly performing the role of risk managers in addition to pure credit providers.",economic_description,certain
255,present,"Today, households keep 35% of their financial wealth in cash and deposits, around a third in insurance and pension funds, and the rest in shares, funds and bonds.",economic_description,certain
256,present,"While the average monthly flow of overdrafts to non-financial corporations rose somewhat after August 2007, this increase can only account for a very small part of the average monthly flow of MFI lending to this sector during this period.",economic_description,certain
257,present,"In the case of bank deposits, one-to-one convertibility is based on deposit insurance schemes, financial legislation, and prudential supervision.",economic_description,certain
258,present,"They tend to leave major decisions to the larger countries, acting more as critical observers.",economic_description,certain
259,present,The process of monetary integration with the euro area should be accompanied by overall consistent and stability-oriented economic policies.,policy_action,uncertain
260,present,It is evident from price developments in many countries that rising and persisting inflationary pressure is becoming a global phenomenon.,economic_description,certain
261,present,This can in turn create a launchpad for the whole of Europe to rise to the new challenges of today.,economic_description,uncertain
262,present,"A High-Level Working Group, comprising representatives from the ministries of finance, central banks and banking supervisors, is working on concrete proposals for cooperation arrangements between the three authorities at EU level.",policy_action,certain
263,present,Conclusion All policymakers are called to play their role in making the euro area a more dynamic economy.,policy_action,certain
264,present,"In this context, the risk of triggering an inflationary wage-price spiral is particularly acute, especially where nominal wage indexation schemes exist.",economic_description,uncertain
265,present,Like in the few years that followed the 1907 crisis – today Italy has been hit hard.,economic_description,certain
266,present,I am honoured to be co-hosting this meeting with Queen Máxima of the Netherlands.,non_policy,certain
267,present,The adjustments in the housing markets of several advanced economies are ongoing and weigh on wealth.,economic_description,certain
268,present,"21] Finally, we have to consider how the message is given and by whom.",non_policy,certain
269,present,Non-conventional refinancing operations have often been introduced incrementally.,policy_action,certain
270,present,"On the other hand, it can also lead us into a dangerous state of denial.",non_policy,uncertain
271,present,"Agents should be expected to learn gradually about the new regime, and probe and test it with the benefit of time.",policy_action,uncertain
272,present,"First, there is a pragmatic explanation.",non_policy,certain
273,present,And transparency is a precondition for your holding us to account.,policy_action,certain
274,present,"At a deep level one can invoke Heisenberg’s uncertainty principle (Unschärfe-Relation”) of particle physics, which establishes that there is no reality independent of measurement.",non_policy,certain
275,present,"6] Inclusive education policies, for example, that equip children from all social backgrounds with the skills needed to thrive in today’s globalised labour markets, or measures that minimise excessive rent-seeking, are powerful tools to make the distribution of pre-tax incomes more equal.[",policy_action,certain
276,present,"This is not an innocent assumption, however.",non_policy,certain
277,present,"However, these figures for real GDP growth partly reflect statistical effects related to working-day adjustments to the data.",economic_description,certain
278,present,A number of those articles have made significant contributions to macroeconomic research.,economic_description,certain
279,present,"This, however, should not be seen as an excuse to delay fiscal consolidation, but as an additional reason to design and implement a credible consolidation path based on durable and growth-enhancing structural reforms.",policy_action,certain
280,present,"8] At a minimum, the spread of “fake news” leads to greater cynicism among the public about who is telling the truth and what sources to trust.",economic_description,certain
281,present,I am confident the new surveillance framework will restore confidence over time.,policy_action,certain
282,present,"Consumers are buying goods and services – food, clothing, package holidays – not only in bricks and mortar local shops, but more and more on the internet.",economic_description,certain
283,present,I would like to start by giving you my summary assessment of the process of European financial integration.,non_policy,certain
284,present,To replace myths with knowledge.,non_policy,certain
285,present,* * * What can be said after nearly six years of experience with this framework?,non_policy,uncertain
286,present,"By giving more prominence to money and credit in their strategy, central banks can better identify the emergence of medium-term risks to macroeconomic stability that result from imbalances in both domestic and global markets.",policy_action,certain
287,present,Most interestingly their analysis emphasizes the role of liquidity risk (as opposed to credit risk): the more illiquid is the asset the larger is the price effect of fire-sales.,economic_description,certain
288,present,"First, steady-handedness makes policy changes more powerful.",policy_action,certain
289,present,"In a similar way, we will need to forcefully deal with new types of securities, such as conditional pass-through covered bonds, whose risks may not yet have been fully appreciated.",policy_action,uncertain
290,present,"However, price stability is by no means the only advantage that Germany enjoys as a result of Monetary Union.",economic_description,certain
291,present,"Hence, the best contribution that central banks can make to growth and welfare is to maintain price stability.",policy_action,certain
292,present,No policy rule or macro-model can do justice to the complexity of these interactions.,economic_description,certain
293,present,Integrated financial and non-financial sector accounts provide a framework for analysing the link between the financial and the real economy – an issue notoriously difficult to analyse on the basis of the currently available analytical framework.,economic_description,certain
294,present,"Regulation, however, is not a panacea and action by regulators cannot suffice on its own.",policy_action,certain
295,present,This topic remains largely unexplored in the academic literature.,non_policy,certain
296,present,"9] Conclusion To conclude, we currently see inflation converging towards our aim over the medium term, and we are more confident than in the past this convergence will come to pass.",economic_description,certain
297,present,"Third, it has been made clear that the widening of the collateral framework is temporary.",policy_action,certain
298,present,SEPA is not limited by the borders of either the euro area or the EU.,economic_description,certain
299,present,Let me start with the single rulebook.,non_policy,certain
300,present,Many thanks and good luck to you all,non_policy,certain
